x-axis,1
second,Volt
-0.00025,-0.0125377
-0.000249995,-0.00449747
-0.00024999,-0.0125377
-0.000249985,-0.0125377
-0.00024998,-0.0125377
-0.000249975,-0.0125377
-0.00024997,-0.0125377
-0.000249965,-0.0125377
-0.00024996,-0.00449747
-0.000249955,-0.0125377
-0.00024995,-0.0125377
-0.000249945,-0.0125377
-0.00024994,-0.0125377
-0.000249935,-0.0125377
-0.00024993,-0.0125377
-0.000249925,-0.0125377
-0.00024992,-0.0125377
-0.000249915,-0.0125377
-0.00024991,-0.0125377
-0.000249905,-0.0125377
-0.0002499,-0.00449747
-0.000249895,-0.0125377
-0.00024989,-0.0125377
-0.000249885,-0.0205779
-0.00024988,-0.0125377
-0.000249875,-0.0125377
-0.00024987,-0.0205779
-0.000249865,-0.0125377
-0.00024986,-0.0125377
-0.000249855,-0.0125377
-0.00024985,-0.0125377
-0.000249845,-0.0125377
-0.00024984,-0.0125377
-0.000249835,-0.0125377
-0.00024983,-0.0205779
-0.000249825,-0.0205779
-0.00024982,-0.0125377
-0.000249815,-0.0125377
-0.00024981,-0.0125377
-0.000249805,-0.0125377
-0.0002498,-0.0125377
-0.000249795,-0.0125377
-0.00024979,-0.0125377
-0.000249785,-0.0125377
-0.00024978,-0.0125377
-0.000249775,-0.0125377
-0.00024977,-0.0125377
-0.000249765,-0.0125377
-0.00024976,-0.0125377
-0.000249755,-0.0125377
-0.00024975,-0.0205779
-0.000249745,-0.0125377
-0.00024974,-0.0125377
-0.000249735,-0.0125377
-0.00024973,-0.0125377
-0.000249725,-0.0205779
-0.00024972,-0.0125377
-0.000249715,-0.0125377
-0.00024971,-0.0205779
-0.000249705,-0.00449747
-0.0002497,-0.0125377
-0.000249695,-0.0125377
-0.00024969,-0.0125377
-0.000249685,-0.0125377
-0.00024968,-0.0125377
-0.000249675,-0.0125377
-0.00024967,-0.0205779
-0.000249665,-0.00449747
-0.00024966,-0.0125377
-0.000249655,-0.0125377
-0.00024965,-0.0125377
-0.000249645,-0.0125377
-0.00024964,-0.0125377
-0.000249635,-0.0205779
-0.00024963,-0.0125377
-0.000249625,-0.0125377
-0.00024962,-0.0125377
-0.000249615,-0.0125377
-0.00024961,-0.0125377
-0.000249605,-0.0125377
-0.0002496,-0.0125377
-0.000249595,-0.0125377
-0.00024959,-0.0205779
-0.000249585,-0.0125377
-0.00024958,-0.0125377
-0.000249575,-0.0125377
-0.00024957,-0.0125377
-0.000249565,-0.0125377
-0.00024956,-0.0125377
-0.000249555,-0.0125377
-0.00024955,-0.0205779
-0.000249545,-0.0125377
-0.00024954,-0.0125377
-0.000249535,-0.0125377
-0.00024953,-0.0125377
-0.000249525,-0.00449747
-0.00024952,-0.0125377
-0.000249515,-0.0125377
-0.00024951,-0.0125377
-0.000249505,-0.0125377
-0.0002495,-0.00449747
-0.000249495,-0.00449747
-0.00024949,-0.0125377
-0.000249485,-0.00449747
-0.00024948,-0.00449747
-0.000249475,-0.0205779
-0.00024947,-0.0125377
-0.000249465,-0.00449747
-0.00024946,-0.0125377
-0.000249455,-0.0125377
-0.00024945,-0.0125377
-0.000249445,-0.0125377
-0.00024944,-0.0125377
-0.000249435,-0.0125377
-0.00024943,-0.0125377
-0.000249425,-0.0125377
-0.00024942,-0.0125377
-0.000249415,-0.0125377
-0.00024941,-0.0125377
-0.000249405,-0.00449747
-0.0002494,-0.0125377
-0.000249395,-0.0125377
-0.00024939,-0.0125377
-0.000249385,-0.00449747
-0.00024938,-0.00449747
-0.000249375,-0.00449747
-0.00024937,-0.0125377
-0.000249365,-0.0125377
-0.00024936,-0.0125377
-0.000249355,-0.0125377
-0.00024935,-0.0125377
-0.000249345,-0.0125377
-0.00024934,-0.0125377
-0.000249335,-0.0125377
-0.00024933,-0.0125377
-0.000249325,-0.00449747
-0.00024932,-0.0125377
-0.000249315,-0.00449747
-0.00024931,-0.0205779
-0.000249305,-0.0125377
-0.0002493,-0.0125377
-0.000249295,-0.0125377
-0.00024929,-0.0125377
-0.000249285,-0.0125377
-0.00024928,-0.0125377
-0.000249275,-0.0125377
-0.00024927,-0.0125377
-0.000249265,-0.00449747
-0.00024926,-0.0125377
-0.000249255,-0.0125377
-0.00024925,-0.0125377
-0.000249245,-0.0125377
-0.00024924,-0.0125377
-0.000249235,-0.0125377
-0.00024923,-0.0125377
-0.000249225,-0.0125377
-0.00024922,-0.0125377
-0.000249215,-0.0125377
-0.00024921,-0.0125377
-0.000249205,-0.0125377
-0.0002492,-0.0205779
-0.000249195,-0.0125377
-0.00024919,-0.0205779
-0.000249185,-0.0125377
-0.00024918,-0.0125377
-0.000249175,-0.0205779
-0.00024917,-0.0125377
-0.000249165,-0.0205779
-0.00024916,-0.0125377
-0.000249155,-0.0125377
-0.00024915,-0.0205779
-0.000249145,-0.0125377
-0.00024914,-0.0205779
-0.000249135,-0.0125377
-0.00024913,-0.0205779
-0.000249125,-0.0125377
-0.00024912,-0.0125377
-0.000249115,-0.0125377
-0.00024911,-0.0205779
-0.000249105,-0.0125377
-0.0002491,-0.0125377
-0.000249095,-0.0125377
-0.00024909,-0.0125377
-0.000249085,-0.0125377
-0.00024908,-0.0125377
-0.000249075,-0.00449747
-0.00024907,-0.0205779
-0.000249065,-0.0125377
-0.00024906,-0.0125377
-0.000249055,-0.0205779
-0.00024905,-0.0125377
-0.000249045,-0.0125377
-0.00024904,-0.0205779
-0.000249035,-0.0125377
-0.00024903,-0.0205779
-0.000249025,-0.0125377
-0.00024902,-0.0205779
-0.000249015,-0.0125377
-0.00024901,-0.0125377
-0.000249005,-0.0125377
-0.000249,-0.00449747
-0.000248995,-0.0125377
-0.00024899,-0.0125377
-0.000248985,-0.0125377
-0.00024898,-0.0125377
-0.000248975,-0.0125377
-0.00024897,-0.0125377
-0.000248965,-0.0125377
-0.00024896,-0.0125377
-0.000248955,-0.0125377
-0.00024895,-0.0125377
-0.000248945,-0.00449747
-0.00024894,-0.0125377
-0.000248935,-0.0125377
-0.00024893,-0.0205779
-0.000248925,-0.0125377
-0.00024892,-0.0125377
-0.000248915,-0.0125377
-0.00024891,-0.0205779
-0.000248905,-0.0125377
-0.0002489,-0.0125377
-0.000248895,-0.0205779
-0.00024889,-0.0125377
-0.000248885,-0.0125377
-0.00024888,-0.0125377
-0.000248875,-0.0125377
-0.00024887,-0.0205779
-0.000248865,-0.0125377
-0.00024886,-0.0125377
-0.000248855,-0.0125377
-0.00024885,-0.0125377
-0.000248845,-0.0125377
